lat,lon
-37.8106713,144.9729574
-37.810126,144.9729586
-37.8094012,144.9738487
-37.8092277,144.9735436
-37.809235,144.9736099
-37.8092765,144.9739798
-37.8092915,144.9741148
-37.8115055,144.9753952
-37.8111683,144.975448
-37.8111256,144.9755624
-37.8174326,144.9535416
-37.817331,144.9534947
-37.8096711,144.9763165
-37.8096931,144.976519
-37.8097371,144.976924
-37.8097225,144.976789
-37.8100356,144.9795981
-37.8101029,144.9802127
-37.8100208,144.9794634
-37.8100429,144.9796654
-37.8102723,144.9830489
-37.8101355,144.9818273
-37.8100683,144.9812235
-37.8109274,144.9874676
-37.8109792,144.9879401
-37.8108756,144.9869951
-37.810957,144.9877376
-37.8108779,144.9835926
-37.8109875,144.9835744
-37.8108763,144.9833516
-37.8109812,144.9833343
-37.8125571,144.9830715
-37.8128112,144.9830289
-37.8129682,144.9830025
-37.8131229,144.9829763
-37.8134849,144.9829145
-37.8151358,144.9826319
-37.8155486,144.9825612
-37.8156504,144.9825438
-37.8157069,144.9825341
-37.7977761,144.9690714
-37.8035581,144.9573619
-37.8034566,144.957315
-37.8139169,144.9525986
-37.8140428,144.9523321
-37.8146987,144.9618706
-37.8097856,144.9445533
-37.8102894,144.9449422
-37.8106528,144.9452272
-37.814973,144.9549678
-37.813446,144.977604
-37.8148434,144.9776059
-37.8136014,144.9775781
-37.8132439,144.9776377
-37.8136696,144.9778021
-37.8138252,144.9777761
-37.8125363,144.9779897
-37.8135496,144.9775867
-37.8138623,144.9775346
-37.8136184,144.9778107
-37.8145553,144.9776539
-37.8142741,144.9774683
-37.8131401,144.9776548
-37.8127757,144.9777156
-37.8166661,144.9815839
-37.8166075,144.9810351
-37.8159614,144.9758482
-37.8163474,144.9777563
-37.8164295,144.9783629
-37.8162444,144.9769927
-37.8163557,144.9778163
-37.8161188,144.9761394
-37.8160904,144.975931
-37.8159613,144.9749845
-37.8160071,144.9753201
-37.8083048,144.9745797
-37.8086702,144.9779402
-37.8089582,144.9805413
-37.8090781,144.9816035
-37.8059898,144.9424473
-37.8182105,144.9550012
-37.8338763,144.9801564
-37.8218229,144.9546411
-37.8265481,144.9574844
-37.8156456,144.9698242
-37.8008397,144.9703606
-37.8008469,144.9704292
-37.800889,144.9708356
-37.8009935,144.971849
-37.8007471,144.9705537
-37.8007762,144.9708256
-37.8009765,144.9727647
-37.8010075,144.9730573
-37.8164467,144.9454922
-37.8116512,144.9848936
-37.8117722,144.9842891
-37.8118711,144.9851798
-37.8102014,144.9834656
-37.8100987,144.9834828
-37.8100451,144.9834918
-37.8098351,144.983527
-37.8158975,144.9653934
-37.794095,144.9754241
-37.796346,144.9750397
-37.8215884,144.9690819
-37.8207147,144.9686601
-37.8105082,144.9851819
-37.810565,144.9856903
-37.8104078,144.988758
-37.8100361,144.9888211
-37.8136509,144.9419306
-37.8092384,144.9635721
-37.8055475,144.9493259
-37.8023742,144.9427746
-37.8025407,144.945106
-37.8021196,144.9421957
-37.8050765,144.9580434
-37.8056458,144.9583056
-37.7995627,144.9685259
-37.799098,144.9721786
-37.79479,144.9656558
-37.7965924,144.9698475
-37.7977705,144.9724364
-37.7981827,144.9658642
-37.7986732,144.9734938
-37.7985198,144.9737617
-37.7989151,144.9696366
-37.7989213,144.9696963
-37.7978917,144.9735569
-37.7993032,144.9740654
-37.7987304,144.9737531
-37.79787,144.9733544
-37.7937235,144.9712698
-37.7941336,144.9666847
-37.7994679,144.973871
-37.7988773,144.9731338
-37.7952856,144.9740871
-37.7988713,144.9692132
-37.798541,144.9661769
-37.7982544,144.9658518
-37.7983056,144.9741409
-37.7944511,144.9653863
-37.7986003,144.9667285
-37.7970749,144.9689545
-37.7997749,144.9687247
-37.7983243,144.9744537
-37.7996297,144.9685142
-37.794372,144.9665184
-37.7938764,144.9667285
-37.7992608,144.9719583
-37.7943714,144.9664081
-37.7941259,144.9664505
-37.7990043,144.9732491
-37.7966473,144.9703646
-37.7993299,144.9743115
-37.7975839,144.9724542
-37.7994337,144.973556
-37.8005735,144.9704655
-37.7930822,144.9713803
-37.7992,144.9713987
-37.7952539,144.9737889
-37.7977633,144.9723712
-37.7977776,144.9725017
-37.7939616,144.9664788
-37.793252,144.9743392
-37.7965796,144.9675351
-37.7960355,144.9661205
-37.7946188,144.9664758
-37.8251306,144.9667684
-37.799328,144.9688019
-37.7990237,144.971498
-37.7989089,144.9695769
-37.7969828,144.9707112
-37.7966123,144.9692716
-37.7964265,144.9683307
-37.7984622,144.966309
-37.799123,144.9745648
-37.7952926,144.9748644
-37.7977371,144.9660642
-37.7992294,144.9745465
-37.7957527,144.9725626
-37.7956591,144.9717085
-37.7938272,144.9667367
-37.7927594,144.9722678
-37.8029189,144.9441513
-37.8034156,144.943963
-37.7978772,144.9734219
-37.797906,144.973692
-37.7984289,144.97023
-37.7955778,144.973146
-37.7996999,144.9716679
-37.804251,144.9431466
-37.7961488,144.9662138
-37.7961003,144.9662221
-37.7952632,144.9746043
-37.8248077,144.9453578
-37.8249897,144.944982
-37.8249472,144.9440419
-37.8252682,144.9449878
-37.7993965,144.9740561
-37.8005496,144.9722899
-37.7957368,144.9733503
-37.7957812,144.9728168
-37.7957084,144.9721534
-37.7957012,144.9720899
-37.7928393,144.9730071
-37.8063335,144.9477736
-37.7769844,144.9507685
-37.8237233,144.9216037
-37.8064247,144.9446512
-37.7948174,144.9201513
-37.8028577,144.9095614
-37.8334315,144.9819005
-37.8238152,144.9235156
-37.8144752,144.9887492
-37.7974632,144.9308669
-37.8020232,144.9470855
-37.7899049,144.9581221
-37.8369468,144.9791661
-37.8127958,144.9835274
-37.8036948,144.909311
-37.7779323,144.9586207
-37.7777858,144.9387498
-37.8066206,144.9517221
-37.803062,144.9423286
-37.8073115,144.9440296
-37.8145994,144.9898616
-37.7982234,144.9199724
-37.7947211,144.9568376
-37.7942288,144.9541067
-37.7952806,144.9544752
-37.7954089,144.9240302
-37.8034046,144.952907
-37.8081296,144.9446578
-37.7970625,144.9327244
-37.8054461,144.9436987
-37.7964007,144.923192
-37.8242783,144.9241877
-37.7961775,144.9332022
-37.8158946,144.9880561
-37.7918171,144.9217206
-37.7941873,144.9164056
-37.8289137,144.9013314
-37.7775232,144.940233
-37.7930986,144.918198
-37.7984042,144.9459866
-37.8257424,144.9044009
-37.8364235,144.9784208
-37.8150732,144.9843836
-37.8052767,144.9515379
-37.7931489,144.9182437
-37.7947744,144.9568311
-37.8033376,144.9514505
-37.8128482,144.9849979
-37.7763724,144.9413306
-37.7937212,144.9577436
-37.8363229,144.9821488
-37.803866,144.9421778
-37.7949215,144.9311608
-37.7932253,144.9169757
-37.7962946,144.9554907
-37.8033446,144.9515134
-37.8231646,144.9214306
-37.795779,144.9262558
-37.798401,144.9459571
-37.7774576,144.954719
-37.8144688,144.988693
-37.8241497,144.9072201
-37.824164,144.9241525
-37.7770475,144.9513001
-37.8020292,144.9492325
-37.8238156,144.9234868
-37.8006224,144.9474179
-37.7974724,144.9219786
-37.7973453,144.9390331
-37.8131733,144.983204
-37.7934605,144.9185282
-37.8351851,144.9831354
-37.8351604,144.9831968
-37.8091085,144.944783
-37.8024241,144.9440556
-37.8090936,144.9767282
-37.77953,144.9410662
-37.8087343,144.9736202
-37.776201,144.9421736
-37.7946762,144.9168571
-37.8157495,144.9895101
-37.8156138,144.989192
-37.8025941,144.9464456
-37.81797,144.9788411
-37.7949292,144.9557818
-37.8011771,144.9448735
-37.8034802,144.9535744
-37.7937307,144.9178573
-37.8238131,144.9236605
-37.8280088,144.9214867
-37.805819,144.9423533
-37.8388919,144.9771479
-37.8013565,144.9452063
-37.7806208,144.9405837
-37.8009835,144.9439733
-37.7772051,144.9526189
-37.8089921,144.9767459
-37.7965463,144.9566129
-37.8026273,144.9096913
-37.7873533,144.9421193
-37.7967898,144.9231655
-37.7772209,144.9527509
-37.7773464,144.9537927
-37.8232155,144.9267647
-37.7936436,144.9567525
-37.7937262,144.9578075
-37.7978429,144.9302151
-37.7926237,144.920149
-37.7986714,144.9213526
-37.8082557,144.9538357
-37.8295641,144.9656199
-37.7966336,144.956728
-37.8274839,144.92388
-37.7964171,144.9577436
-37.8088328,144.9759169
-37.8165903,144.9863434
-37.8165306,144.9858062
-37.8085762,144.9717728
-37.809089,144.971994
-37.8104152,144.9689359
-37.8130327,144.959303
-37.8135392,144.9582338
-37.8135042,144.9580348
-37.8132811,144.9587994
-37.8116184,144.9676932
-37.8086623,144.9586688
-37.8082985,144.9599754
-37.8106799,144.9586196
-37.8137995,144.9530077
-37.8132496,144.9551249
-37.8135859,144.9683423
-37.8089954,144.9695505
-37.8097106,144.9710023
-37.80974,144.970949
-37.8103096,144.967096
-37.8116635,144.9591913
-37.8117336,144.9592234
-37.8175006,144.9618446
-37.8172653,144.9606835
-37.8172454,144.9607516
-37.8164668,144.9628762
-37.8151345,144.9680034
-37.818524,144.9557361
-37.8184503,144.9559932
-37.8143613,144.9624601
-37.8143236,144.9625885
-37.8122158,144.9703482
-37.8168873,144.9536037
-37.8141051,144.9686949
-37.8080829,144.9660737
-37.8174392,144.9557065
-37.8155126,144.9610735
-37.8020459,144.9654987
-37.8019634,144.9655705
-37.801962,144.9664389
-37.8103716,144.9524566
-37.8106336,144.9515139
-37.8112647,144.9492569
-37.8115607,144.9489089
-37.8113871,144.9491758
-37.8115578,144.9485724
-37.8115831,144.9525427
-37.8115819,144.9529626
-37.8028627,144.9670669
-37.8029086,144.9674843
-37.803082,144.9690661
-37.8030372,144.9686583
-37.8030305,144.968597
-37.8051214,144.9646715
-37.8051199,144.9647936
-37.8063751,144.9643331
-37.803445,144.9656501
-37.8058829,144.9659274
-37.8022321,144.9613274
-37.8036086,144.9604132
-37.8035159,144.9604298
-37.8030825,144.9605074
-37.802694,144.9605769
-37.8047154,144.9598405
-37.8048017,144.9602033
-37.8046545,144.9602289
-37.8045483,144.9601318
-37.801616,144.9585877
-37.8015031,144.9586077
-37.8001264,144.9588505
-37.8031032,144.9589447
-37.8037043,144.9593724
-37.8033607,144.9590635
-37.7982492,144.9717772
-37.7986045,144.9716911
-37.8043952,144.9609517
-37.8039875,144.9495581
-37.8048048,144.9492237
-37.8049588,144.9486191
-37.8050748,144.9487226
-37.8050339,144.9483572
-37.808421,144.9511311
-37.8086687,144.9506214
-37.8106712,144.9488213
-37.8094781,144.9489598
-37.8096177,144.9484477
-37.8107837,144.9462645
-37.810693,144.9464499
-37.8104772,144.9466732
-37.798462,144.9654315
-37.799581,144.9657478
-37.8005314,144.9668799
-37.7996062,144.9670426
-37.8120066,144.9538431
-37.8120548,144.9538655
-37.81185,144.9535248
-37.8119803,144.9535825
-37.8108006,144.9530357
-37.8095782,144.9524338
-37.809678,144.9524867
-37.8097689,144.9528062
-37.7949886,144.9713188
-37.8010346,144.9653787
-37.8009364,144.9653955
-37.8012785,144.9653368
-37.8038821,144.9647708
-37.8031757,144.9648925
-37.8027589,144.9620738
-37.8044147,144.9662098
-37.8056312,144.9546981
-37.8038806,144.9511051
-37.804504,144.9507617
-37.8038068,144.9509987
-37.8040425,144.950957
-37.8062442,144.9552046
-37.8074758,144.9548678
-37.8072776,144.9549032
-37.8068062,144.9549876
-37.8063064,144.9550768
-37.8041675,144.9540697
-37.8050362,144.9537992
-37.8049415,144.953816
-37.8064712,144.9521524
-37.8060875,144.9521029
-37.8075064,144.9544753
-37.8065792,144.9539296
-37.8067605,144.9542637
-37.8070113,144.9538245
-37.8123852,144.9497048
-37.8076582,144.9513543
-37.8076107,144.9513128
-37.8072853,144.9510196
-37.8072416,144.9509786
-37.8065017,144.9502186
-37.8029853,144.9499848
-37.8031433,144.9505703
-37.8031679,144.9507912
-37.803171,144.9508193
-37.8072943,144.9506067
-37.80772,144.9499095
-37.8079249,144.9495736
-37.8080508,144.9493676
-37.8082299,144.949074
-37.8121293,144.9486927
-37.8131378,144.9498403
-37.8131726,144.9498798
-37.8170723,144.9572524
-37.8168014,144.9578734
-37.7815107,144.9582413
-37.7816728,144.9591283
-37.7816441,144.9587641
-37.7816088,144.9583151
-37.7815913,144.9580899
-37.7847315,144.9584938
-37.7846357,144.9584626
-37.8050132,144.9617973
-37.8046244,144.9618669
-37.8055404,144.9615861
-37.8056796,144.9615616
-37.8057951,144.9615413
-37.805251,144.9615199
-37.8049785,144.9615678
-37.8007924,144.9561457
-37.8008289,144.9561918
-37.8008374,144.9556269
-37.8009712,144.9554788
-37.8016596,144.9544457
-37.8014852,144.9546638
-37.8019429,144.954418
-37.8011901,144.9639343
-37.8006787,144.9537214
-37.8000651,144.9543318
-37.787643,144.958369
-37.7876407,144.9583386
-37.7875706,144.9574369
-37.7956866,144.9522483
-37.799204,144.9534599
-37.7999348,144.9523719
-37.7995447,144.9528663
-37.802979,144.9511452
-37.7960469,144.950871
-37.7954373,144.9501079
-37.7972554,144.9517058
-37.7923262,144.946205
-37.7918178,144.9455668
-37.7918727,144.9449559
-37.7916044,144.9446193
-37.7897153,144.9429304
-37.8089962,144.9529312
